column0,PurchaseRequisition,PurchaseRequisitionItem,PurchaseReqnItemUniqueID,PurReqnReleaseStatus,PurchaseRequisitionItemText,Material,MaterialGroup,PurchaseRequisitionReleaseDate,PurchasingOrganization,SourceOfSupplyIsAssigned,DeliveryDate,CreationDate,ProcessingStatus,Supplier,FixedSupplier,PurchaseRequisitionType,IsPRBlocked,PurReqCreationDate,DeliveryLt5Days,DeliveryAddressID,PurReqnItemCurrency,StorageLocation,Language,CompanyCode,ItemNetAmount,DecisionFlag,PurchasingGroup,AmountGt10k
5062,10008132,10,1000813200010.0,2,BKS-100 Handle Bar,MZ-RM-S100-02,ZHANDLE,2021-04-07,1710.0,False,2021-04-12,2021-04-06,B,,USSU-VSF81,NB,0,2021-04-06,True,22889,USD,171C,EN,1710.0,22863.82,Reject,Z01,False
194,10002508,10,1000250800010.0,8,Bike Tyre MZ-RM-WR01,MZ-RM-WR01,L002,2019-11-22,,False,2019-12-02,2019-11-22,N,,,NB,0,2019-11-22,True,22889,USD,171C,EN,1710.0,1000,Reject,001,True
4669,10016818,10,1001681800010.0,2,BKS-400 AT Forks,MZ-RM-S400-05,ZFORK,2021-10-13,1710.0,False,2021-10-18,2021-10-13,B,,USSU-VSF82,NB,0,2021-10-13,False,22889,USD,171C,EN,1710.0,134240.4,Reject,Z01,False
10381,10017900,10,1001790000010.0,2,BKS-300 Mountain Frame,MZ-RM-S300-01,ZFRAME,2021-12-08,1710.0,False,2021-12-13,2021-12-07,B,,USSU-VSF82,NB,0,2021-12-07,True,22889,USD,171C,EN,1710.0,701490,Reject,Z01,False
2397,10145651,10,1014565100010.0,2,BKS-300 Mountain Derailleur Gears,MZ-RM-S300-07,ZGEARS,2024-06-05,1710.0,True,2024-06-10,2024-06-05,N,,USSU-VSF84,NB,0,2024-06-05,False,22889,USD,171C,EN,1710.0,44234.42,Reject,Z01,False
9507,10024715,10,1002471500010.0,5,Screw,NL001,YBPM01,2022-08-08,1010.0,False,2022-08-12,2022-08-12,B,10300001,10300001,NB,0,2022-08-12,False,22809,EUR,,EN,1010.0,10,Reject,001,True
7765,10027552,10,1002755200010.0,2,BKS-300 Mountain Derailleur Gears,MZ-RM-S300-07,ZGEARS,2022-10-13,1710.0,False,2022-10-18,2022-10-13,B,,USSU-VSF84,NB,0,2022-10-13,False,22889,USD,171C,EN,1710.0,236192.49,Reject,Z01,False
3115,10009047,10,1000904700010.0,2,BKS-100 Pedal Kit,MZ-RM-S100-08,ZPEDAL,2021-06-16,1710.0,False,2021-06-21,2021-06-15,B,,USSU-VSF84,NB,0,2021-06-15,True,22889,USD,171C,EN,1710.0,70224,Reject,Z01,False
7497,10024120,10,1002412000010.0,2,BKS-200 Racer Derailleur Gears,MZ-RM-S200-07,ZGEARS,2022-07-14,1710.0,False,2022-07-19,2022-07-14,B,,USSU-VSF84,NB,0,2022-07-14,False,22889,USD,171C,EN,1710.0,249352.56,Reject,Z01,False
7639,10035429,10,1003542900010.0,2,BKS-100 Derailleur Gears,MZ-RM-S100-07,ZGEARS,2023-04-03,1710.0,False,2023-04-06,2023-04-01,B,,USSU-VSF84,NB,0,2023-04-01,False,22889,USD,171C,EN,1710.0,8119,Reject,Z01,True
1185,10002876,10,1000287600010.0,8,Bike Tyre MZ-RM-WR01,MZ-RM-WR01,L002,2019-11-22,,False,2019-12-02,2019-11-22,N,,,NB,0,2019-11-22,True,22889,USD,171C,EN,1710.0,1000,Reject,001,True
2923,10146099,10,1014609900010.0,2,BKS-200 Racer Pedal Kit,MZ-RM-S200-08,ZPEDAL,2024-06-05,1710.0,True,2024-06-10,2024-06-05,N,,USSU-VSF84,NB,0,2024-06-05,False,22889,USD,171C,EN,1710.0,65882.44,Reject,Z01,False
4353,10146392,10,1014639200010.0,2,BKS-300 Mountain Pedal Kit,MZ-RM-S300-08,ZPEDAL,2024-06-05,1710.0,True,2024-06-10,2024-06-05,N,,USSU-VSF84,NB,0,2024-06-05,False,22889,USD,171C,EN,1710.0,13757.85,Reject,Z01,False
317,10002384,10,1000238400010.0,8,Bike Tyre MZ-RM-WR01,MZ-RM-WR01,L002,2019-11-22,,False,2019-12-02,2019-11-22,N,,,NB,0,2019-11-22,True,22889,USD,171C,EN,1710.0,1000,Reject,001,True
7817,10035455,10,1003545500010.0,2,BKS-300 Mountain Pedal Kit,MZ-RM-S300-08,ZPEDAL,2023-04-03,1710.0,False,2023-04-06,2023-04-01,B,,USSU-VSF84,NB,0,2023-04-01,False,22889,USD,171C,EN,1710.0,11880,Reject,Z01,False
2786,10145282,10,1014528200010.0,2,BKS-100 Pedal Kit,MZ-RM-S100-08,ZPEDAL,2024-06-05,1710.0,True,2024-06-10,2024-06-05,N,,USSU-VSF84,NB,0,2024-06-05,False,22889,USD,171C,EN,1710.0,1410.16,Reject,Z01,True
7083,10016956,10,1001695600010.0,5,IT equipments-A4 Sheets,,44000000,2021-10-27,1710.0,True,2021-11-01,2021-10-27,N,,USSU-VSF85,NB,0,2021-10-27,False,22889,USD,,EN,1710.0,50,Reject,005,True
10581,10034350,10,1003435000010.0,2,BKS-100 Brake Set,MZ-RM-S100-06,ZBRAKES,2023-03-13,1710.0,False,2023-03-16,2023-03-11,B,,USSU-VSF83,NB,0,2023-03-11,False,22889,USD,171C,EN,1710.0,51597,Reject,Z01,False
4350,10146389,10,1014638900010.0,2,BKS-300 Mountain Pedal Kit,MZ-RM-S300-08,ZPEDAL,2024-06-05,1710.0,True,2024-06-10,2024-06-05,N,,USSU-VSF84,NB,0,2024-06-05,False,22889,USD,171C,EN,1710.0,23541.21,Reject,Z01,False
34,10002675,10,1000267500010.0,8,Bike Tyre MZ-RM-WR01,MZ-RM-WR01,L002,2019-11-22,,False,2019-12-02,2019-11-22,N,,,NB,0,2019-11-22,True,22889,USD,171C,EN,1710.0,1000,Reject,001,True
6388,10143037,10,1014303700010.0,2,BKS-200 Racer Handle Bars,MZ-RM-S200-02,ZHANDLE,2024-06-03,1710.0,False,2024-06-06,2024-06-01,B,,USSU-VSF81,NB,0,2024-06-01,False,22889,USD,171C,EN,1710.0,6440.96,Reject,Z01,True
6187,10027747,10,1002774700010.0,2,BKS-300 Mountain Seat,MZ-RM-S300-03,ZSEAT,2022-10-26,1710.0,False,2022-10-31,2022-10-25,B,,USSU-VSF81,NB,0,2022-10-25,True,22889,USD,171C,EN,1710.0,42785.1,Reject,Z01,False
8389,10124135,10,1012413500010.0,2,BKS-200 Racer Seat,MZ-RM-S200-03,ZSEAT,2024-05-06,1710.0,False,2024-05-09,2024-05-06,B,,USSU-VSF81,NB,0,2024-05-06,False,22889,USD,171C,EN,1710.0,7862.98,Reject,Z01,True
3646,10000548,10,1000054800010.0,2,Lithium Ion Battery 400 Wh PRC,MZ-TG-A11,L001,2017-09-08,1710.0,True,2017-09-09,2017-09-08,N,,17300001,NB,0,2017-09-08,False,22889,USD,171A,EN,1710.0,24.26,Reject,002,True
3657,10000639,10,1000063900010.0,2,Lithium Ion Battery 400 Wh PRC,MZ-TG-A11,L001,2017-09-14,1710.0,True,2017-09-15,2017-09-14,N,,17300001,NB,0,2017-09-14,False,22889,USD,171A,EN,1710.0,24.26,Reject,002,True
3490,10005667,10,1000566700010.0,2,BKS-100 Drive Train,MZ-RM-S100-09,ZTRAIN,2020-09-09,1710.0,False,2020-09-14,2020-09-09,B,,USSU-VSF84,NB,0,2020-09-09,False,22889,USD,171C,EN,1710.0,181159.44,Reject,Z01,False
2751,10005451,10,1000545100010.0,2,"MZ-RM-MTS5, MTS-DI,PD,QM",MZ-RM-MTS5,0001,2020-07-23,,False,2020-07-29,2020-07-23,N,,,NB,0,2020-07-23,True,22889,USD,171E,EN,1710.0,214000,Reject,002,False
845,10001252,10,1000125200010.0,5,Bike Tyre MZ-RM-WR01,MZ-RM-WR01,L002,2019-11-22,,False,2019-12-02,2019-11-22,N,,,NB,0,2019-11-22,True,22889,USD,171C,EN,1710.0,1000,Reject,001,True
415,10002290,10,1000229000010.0,8,Bike Tyre MZ-RM-WR01,MZ-RM-WR01,L002,2019-11-22,,False,2019-12-02,2019-11-22,N,,,NB,0,2019-11-22,True,22889,USD,171C,EN,1710.0,1000,Reject,001,True
10300,10066119,10,1006611900010.0,2,BKS-200 Racer Seat,MZ-RM-S200-03,ZSEAT,2023-08-07,1710.0,False,2023-08-10,2023-08-05,B,,USSU-VSF81,NB,0,2023-08-05,False,22889,USD,171C,EN,1710.0,5100.84,Reject,Z01,True
10684,10030606,10,1003060600010.0,5,IT equipments-A4 Sheets,,44000000,2023-01-20,1710.0,True,2023-01-25,2023-01-20,N,,USSU-VSF85,NB,0,2023-01-20,False,22889,USD,,EN,1710.0,50,Reject,005,True
10595,10035501,10,1003550100010.0,2,BKS-300 Mountain Brakes,MZ-RM-S300-06,ZBRAKES,2023-04-03,1710.0,False,2023-04-06,2023-04-03,B,,USSU-VSF83,NB,0,2023-04-03,False,22889,USD,171C,EN,1710.0,109965.8,Reject,Z01,False
5781,10017827,10,1001782700010.0,2,BKS-100 Pedal Kit,MZ-RM-S100-08,ZPEDAL,2021-12-02,1710.0,False,2021-12-07,2021-12-02,B,,USSU-VSF84,NB,0,2021-12-02,False,22889,USD,171C,EN,1710.0,68992,Reject,Z01,False
3557,10006112,10,1000611200010.0,2,BKS-100 Pedal Kit,MZ-RM-S100-08,ZPEDAL,2020-12-09,1710.0,False,2020-12-14,2020-12-08,B,,USSU-VSF84,NB,0,2020-12-08,True,22889,USD,171C,EN,1710.0,48944.68,Reject,Z01,False
3367,10145943,10,1014594300010.0,2,BKS-200 Racer Wheels,MZ-RM-S200-04,ZWHEEL,2024-06-05,1710.0,True,2024-06-10,2024-06-05,N,,USSU-VSF84,NB,0,2024-06-05,False,22889,USD,171C,EN,1710.0,28072.2,Reject,Z01,False
9474,10024257,20,1002425700020.0,5,Service Material 01,SM0001,YBMM01,2022-08-11,1010.0,False,2022-08-11,2022-08-11,B,10300001,10300001,NB,0,2022-08-11,False,22809,EUR,,EN,1010.0,21,Reject,001,True
7246,10000549,10,1000054900010.0,2,Pavilion 23 notebook,,P002,2017-09-08,1710.0,False,2017-09-22,2017-09-08,N,,17300001,NB,0,2017-09-08,True,26089,USD,171A,EN,1710.0,600,Reject,003,True
6340,10120491,10,1012049100010.0,2,BKS-300 Mountain Seat,MZ-RM-S300-03,ZSEAT,2024-04-29,1710.0,False,2024-05-02,2024-04-29,B,,USSU-VSF81,NB,0,2024-04-29,False,22889,USD,171C,EN,1710.0,8699.88,Reject,Z01,True
3468,10146228,10,1014622800010.0,2,BKS-100 Derailleur Gears,MZ-RM-S100-07,ZGEARS,2024-06-05,1710.0,True,2024-06-10,2024-06-05,N,,USSU-VSF84,NB,0,2024-06-05,False,22889,USD,171C,EN,1710.0,7413,Reject,Z01,True
7460,10024177,10,1002417700010.0,2,BKS-400 AT Derailleur Gears,MZ-RM-S400-07,ZGEARS,2022-07-20,1710.0,False,2022-07-25,2022-07-19,B,,USSU-VSF84,NB,0,2022-07-19,True,22889,USD,171C,EN,1710.0,236670,Reject,Z01,False
920,10002253,10,1000225300010.0,5,Bike Tyre MZ-RM-WR01,MZ-RM-WR01,L002,2019-11-22,,False,2019-12-02,2019-11-22,N,,,NB,0,2019-11-22,True,22889,USD,171C,EN,1710.0,1000,Reject,001,True
780,10002833,10,1000283300010.0,5,Bike Tyre MZ-RM-WR01,MZ-RM-WR01,L002,2019-11-22,,False,2019-12-02,2019-11-22,N,,,NB,0,2019-11-22,True,22889,USD,171C,EN,1710.0,1000,Reject,001,True
3985,10016812,10,1001681200010.0,2,BKS-200 Racer Seat,MZ-RM-S200-03,ZSEAT,2021-10-13,1710.0,False,2021-10-18,2021-10-13,B,,USSU-VSF81,NB,0,2021-10-13,False,22889,USD,171C,EN,1710.0,34005.6,Reject,Z01,False
6934,10139326,10,1013932600010.0,2,BKS-400 AT Forks,MZ-RM-S400-05,ZFORK,2024-05-28,1710.0,False,2024-05-31,2024-05-28,B,,USSU-VSF82,NB,0,2024-05-28,False,22889,USD,171C,EN,1710.0,91776.6,Reject,Z01,False
884,10001288,10,1000128800010.0,5,Bike Tyre MZ-RM-WR01,MZ-RM-WR01,L002,2019-11-22,,False,2019-12-02,2019-11-22,N,,,NB,0,2019-11-22,True,22889,USD,171C,EN,1710.0,1000,Reject,001,True
7216,10000507,10,1000050700010.0,5,Pavilion 23 notebook,,P002,2017-09-05,1710.0,False,2017-09-19,2017-09-05,B,17300001,,NBS,0,2017-09-05,True,25957,USD,171A,EN,1710.0,600,Reject,Z09,True
805,10002804,10,1000280400010.0,5,Bike Tyre MZ-RM-WR01,MZ-RM-WR01,L002,2019-11-22,,False,2019-12-02,2019-11-22,N,,,NB,0,2019-11-22,True,22889,USD,171C,EN,1710.0,1000,Reject,001,True
3469,10146229,10,1014622900010.0,2,BKS-100 Derailleur Gears,MZ-RM-S100-07,ZGEARS,2024-06-05,1710.0,True,2024-06-10,2024-06-05,N,,USSU-VSF84,NB,0,2024-06-05,False,22889,USD,171C,EN,1710.0,21886,Reject,Z01,False
9972,10028501,10,1002850100010.0,2,BKS-300 Mountain Pedal Kit,MZ-RM-S300-08,ZPEDAL,2022-11-22,1710.0,False,2022-11-29,2022-11-22,B,,USSU-VSF84,NB,0,2022-11-22,True,22889,USD,171C,EN,1710.0,105138,Reject,Z01,False
8708,10143877,10,1014387700010.0,2,BKS-100 Brake Set,MZ-RM-S100-06,ZBRAKES,2024-06-04,1710.0,False,2024-06-07,2024-06-04,B,,USSU-VSF83,NB,0,2024-06-04,False,22889,USD,171C,EN,1710.0,597.64,Reject,Z01,True
2342,10145596,10,1014559600010.0,2,BKS-300 Mountain Derailleur Gears,MZ-RM-S300-07,ZGEARS,2024-06-05,1710.0,True,2024-06-10,2024-06-05,N,,USSU-VSF84,NB,0,2024-06-05,False,22889,USD,171C,EN,1710.0,70401.26,Reject,Z01,False
3641,10000544,10,1000054400010.0,2,Lithium Ion Battery 400 Wh PRC,MZ-TG-A11,L001,2017-09-08,1710.0,True,2017-09-09,2017-09-08,N,,17300001,NB,0,2017-09-08,False,22889,USD,171A,EN,1710.0,24.26,Reject,002,True
10788,10074550,10,1007455000010.0,5,IT equipments-A4 Sheets,,44000000,2023-09-11,1710.0,True,2023-09-14,2023-09-11,N,,USSU-VSF85,NB,0,2023-09-11,False,22889,USD,,EN,1710.0,50,Reject,005,True
2504,10016574,10,1001657400010.0,2,BKS-400 AT Pedal Kit,MZ-RM-S400-08,ZPEDAL,2021-09-22,1710.0,False,2021-09-27,2021-09-21,B,,USSU-VSF84,NB,0,2021-09-21,True,22889,USD,171C,EN,1710.0,107124,Reject,Z01,False
7087,10000181,10,1000018100010.0,2,Packaging,,L004,2016-09-27,1710.0,False,2016-10-03,2016-09-27,B,17300001,17300001,NB,0,2016-09-27,True,22889,USD,,EN,1710.0,35,Reject,001,True
3738,10008700,10,1000870000010.0,2,BKS-300 Mountain Seat,MZ-RM-S300-03,ZSEAT,2021-06-01,1710.0,False,2021-06-04,2021-05-29,B,,USSU-VSF81,NB,0,2021-05-29,True,22889,USD,171C,EN,1710.0,20611.8,Reject,Z01,False
2647,10001087,10,1000108700010.0,2,MZ-SG-CM40,MZ-SG-CM40,0001,2018-09-14,,False,2018-09-19,2018-09-14,N,,,NB,0,2018-09-14,False,22889,USD,,EN,1710.0,3000,Reject,,True
9380,10006414,10,1000641400010.0,5,Bike Tyre MZ-RM-WR01,MZ-RM-WR01,L002,2021-02-09,1710.0,False,2021-02-11,2021-02-09,B,,USSU-WRF01,NBS,0,2021-02-09,False,22889,USD,171C,EN,1710.0,500,Reject,001,True
2536,10026951,10,1002695100010.0,2,Brakes-950,MZ-RM-C950-06,ZBRAKES,2022-09-21,,False,2022-09-26,2022-09-21,N,,,NB,0,2022-09-21,False,22889,USD,,EN,1710.0,2294.25,Reject,Z90,True
1444,10002085,10,1000208500010.0,5,Bike Tyre MZ-RM-WR01,MZ-RM-WR01,L002,2019-11-22,,False,2019-12-02,2019-11-22,N,,,NB,0,2019-11-22,True,22889,USD,171C,EN,1710.0,1000,Reject,001,True
9117,10018458,10,1001845800010.0,5,IT equipments-A4 Sheets,,44000000,2022-02-07,1710.0,True,2022-02-10,2022-02-06,N,,USSU-VSF85,NB,0,2022-02-06,False,22889,USD,,EN,1710.0,50,Reject,005,True
5305,10040401,10,1004040100010.0,2,BKS-100 Drive Train,MZ-RM-S100-09,ZTRAIN,2023-05-05,1710.0,False,2023-05-10,2023-05-05,B,,USSU-VSF84,NB,0,2023-05-05,False,22889,USD,171C,EN,1710.0,116330.94,Reject,Z01,False
2521,10026589,10,1002658900010.0,2,Cushion Tire,MZ-CM-C4,L003,2022-09-21,,False,2022-10-06,2022-09-21,N,,,NB,0,2022-09-21,True,22889,USD,171B,EN,1710.0,360,Reject,001,True
7923,10027861,10,1002786100010.0,2,BKS-400 AT Drive Train,MZ-RM-S400-09,ZTRAIN,2022-10-28,1710.0,False,2022-11-02,2022-10-28,B,,USSU-VSF84,NB,0,2022-10-28,False,22889,USD,171C,EN,1710.0,446060.65,Reject,Z01,False
4160,10022504,10,1002250400010.0,2,BKS-100 Derailleur Gears,MZ-RM-S100-07,ZGEARS,2022-04-20,1710.0,False,2022-04-25,2022-04-20,B,,USSU-VSF84,NB,0,2022-04-20,False,22889,USD,171C,EN,1710.0,48889.5,Reject,Z01,False
63,10002639,10,1000263900010.0,8,Bike Tyre MZ-RM-WR01,MZ-RM-WR01,L002,2019-11-22,,False,2019-12-02,2019-11-22,N,,,NB,0,2019-11-22,True,22889,USD,171C,EN,1710.0,1000,Reject,001,True
7483,10023753,10,1002375300010.0,2,BKS-200 Racer Derailleur Gears,MZ-RM-S200-07,ZGEARS,2022-06-14,1710.0,False,2022-06-17,2022-06-14,B,,USSU-VSF84,NB,0,2022-06-14,False,22889,USD,171C,EN,1710.0,4509.28,Reject,Z01,True
8635,10099026,10,1009902600010.0,2,BKS-200 Racer Brakes,MZ-RM-S200-06,ZBRAKES,2024-03-15,1710.0,False,2024-03-20,2024-03-15,B,,USSU-VSF83,NB,0,2024-03-15,False,22889,USD,171C,EN,1710.0,49396.48,Reject,Z01,False
7793,10027895,10,1002789500010.0,2,BKS-300 Mountain Derailleur Gears,MZ-RM-S300-07,ZGEARS,2022-11-02,1710.0,False,2022-11-07,2022-11-01,B,,USSU-VSF84,NB,0,2022-11-01,True,22889,USD,171C,EN,1710.0,214138.33,Reject,Z01,False
1325,10002756,10,1000275600010.0,8,Bike Tyre MZ-RM-WR01,MZ-RM-WR01,L002,2019-11-22,,False,2019-12-02,2019-11-22,N,,,NB,0,2019-11-22,True,22889,USD,171C,EN,1710.0,1000,Reject,001,True
559,10003144,10,1000314400010.0,8,Bike Tyre MZ-RM-WR01,MZ-RM-WR01,L002,2019-11-22,,False,2019-12-02,2019-11-22,N,,,NB,0,2019-11-22,True,22889,USD,171C,EN,1710.0,1000,Reject,001,True
4131,10022451,10,1002245100010.0,2,BKS-100 Pedal Kit,MZ-RM-S100-08,ZPEDAL,2022-04-20,1710.0,False,2022-04-25,2022-04-20,B,,USSU-VSF84,NB,0,2022-04-20,False,22889,USD,171C,EN,1710.0,85201.2,Reject,Z01,False
8839,10123881,10,1012388100010.0,2,BKS-400 AT Forks,MZ-RM-S400-05,ZFORK,2024-05-06,1710.0,False,2024-05-09,2024-05-04,B,,USSU-VSF83,NB,0,2024-05-04,False,22889,USD,171C,EN,1710.0,24656.4,Reject,Z01,False
10306,10085568,10,1008556800010.0,2,BKS-300 Mountain Forks,MZ-RM-S300-05,ZFORK,2024-01-16,1710.0,False,2024-01-19,2024-01-13,B,,USSU-VSF82,NB,0,2024-01-13,True,22889,USD,171C,EN,1710.0,170478,Reject,Z01,False
861,10001750,10,1000175000010.0,5,Bike Tyre MZ-RM-WR01,MZ-RM-WR01,L002,2019-11-22,,False,2019-12-02,2019-11-22,N,,,NB,0,2019-11-22,True,22889,USD,171C,EN,1710.0,1000,Reject,001,True
9703,10000109,10,1000010900010.0,2,Headlight,MZ-TG-A19,L001,2016-12-06,,False,2016-12-20,2016-09-16,B,,,NB,0,2016-09-16,True,22889,USD,,EN,1710.0,13.5,Reject,002,True
417,10002291,10,1000229100010.0,8,Bike Tyre MZ-RM-WR01,MZ-RM-WR01,L002,2019-11-22,,False,2019-12-02,2019-11-22,N,,,NB,0,2019-11-22,True,22889,USD,171C,EN,1710.0,1000,Reject,001,True
4678,10016371,10,1001637100010.0,2,BKS-100 Fork,MZ-RM-S100-05,ZFORK,2021-09-01,1710.0,False,2021-09-07,2021-08-31,B,,USSU-VSF83,NB,0,2021-08-31,True,22889,USD,171C,EN,1710.0,106925,Reject,Z01,False
10837,10079510,10,1007951000010.0,5,IT equipments-A4 Sheets,,44000000,2023-12-18,1710.0,True,2023-12-21,2023-12-18,N,,USSU-VSF85,NB,0,2023-12-18,False,22889,USD,,EN,1710.0,50,Reject,005,True
3263,10145837,10,1014583700010.0,2,BKS-100 Wheel,MZ-RM-S100-04,ZWHEEL,2024-06-05,1710.0,True,2024-06-10,2024-06-05,N,,USSU-VSF84,NB,0,2024-06-05,False,22889,USD,171C,EN,1710.0,19350,Reject,Z01,False
2763,10005480,10,1000548000010.0,2,"Trading Goods 0016,Reg.Proc., Serial No.",TG0016,L001,2020-07-23,,False,2020-07-28,2020-07-23,N,,,NB,0,2020-07-23,False,22889,USD,,EN,1710.0,300,Reject,001,True
2877,10146053,10,1014605300010.0,2,BKS-200 Racer Pedal Kit,MZ-RM-S200-08,ZPEDAL,2024-06-05,1710.0,True,2024-06-10,2024-06-05,N,,USSU-VSF84,NB,0,2024-06-05,False,22889,USD,171C,EN,1710.0,183066.78,Reject,Z01,False
27,10002682,10,1000268200010.0,8,Bike Tyre MZ-RM-WR01,MZ-RM-WR01,L002,2019-11-22,,False,2019-12-02,2019-11-22,N,,,NB,0,2019-11-22,True,22889,USD,171C,EN,1710.0,1000,Reject,001,True
4560,10145261,10,1014526100010.0,2,BKS-100 Pedal Kit,MZ-RM-S100-08,ZPEDAL,2024-06-05,1710.0,True,2024-06-10,2024-06-05,N,,USSU-VSF84,NB,0,2024-06-05,False,22889,USD,171C,EN,1710.0,2115.24,Reject,Z01,True
10426,10054541,10,1005454100010.0,2,BKS-200 Racer Handle Bars,MZ-RM-S200-02,ZHANDLE,2023-07-10,1710.0,False,2023-07-13,2023-07-08,B,,USSU-VSF82,NB,0,2023-07-08,False,22889,USD,171C,EN,1710.0,8123.56,Reject,Z01,True
10552,10027704,10,1002770400010.0,2,BKS-100 Brake Set,MZ-RM-S100-06,ZBRAKES,2022-10-24,1710.0,False,2022-10-27,2022-10-24,B,,USSU-VSF83,NB,0,2022-10-24,False,22889,USD,171C,EN,1710.0,0.35,Reject,Z01,True
2944,10146122,10,1014612200010.0,2,BKS-400 AT Wheels,MZ-RM-S400-04,ZWHEEL,2024-06-05,1710.0,True,2024-06-10,2024-06-05,N,,USSU-VSF84,NB,0,2024-06-05,False,22889,USD,171C,EN,1710.0,19920.6,Reject,Z01,False
5142,10007710,10,1000771000010.0,2,BKS-400 AT Frame,MZ-RM-S400-01,ZFRAME,2021-05-26,1710.0,False,2021-06-01,2021-03-30,B,,USSU-VSF81,NB,0,2021-03-30,True,22889,USD,171C,EN,1710.0,782595,Reject,Z01,False
5119,10008990,10,1000899000010.0,2,BKS-300 Mountain Frame,MZ-RM-S300-01,ZFRAME,2021-06-14,1710.0,False,2021-06-17,2021-06-12,B,,USSU-VSF81,NB,0,2021-06-12,False,22889,USD,171C,EN,1710.0,10470,Reject,Z01,False
8407,10132992,10,1013299200010.0,2,BKS-200 Racer Seat,MZ-RM-S200-03,ZSEAT,2024-05-20,1710.0,False,2024-05-23,2024-05-20,B,,USSU-VSF81,NB,0,2024-05-20,False,22889,USD,171C,EN,1710.0,12987.18,Reject,Z01,False
3035,10008322,10,1000832200010.0,2,BKS-100 Wheel,MZ-RM-S100-04,ZWHEEL,2021-04-28,1710.0,False,2021-05-03,2021-04-27,B,,USSU-VSF84,NB,0,2021-04-27,True,22889,USD,171C,EN,1710.0,54000,Reject,Z01,False
8532,10075937,10,1007593700010.0,2,BKS-400 AT Brakes,MZ-RM-S400-06,ZBRAKES,2023-10-27,1710.0,False,2023-11-01,2023-10-27,B,,USSU-VSF83,NB,0,2023-10-27,False,22889,USD,171C,EN,1710.0,65343.44,Reject,Z01,False
849,10001759,10,1000175900010.0,5,Bike Tyre MZ-RM-WR01,MZ-RM-WR01,L002,2019-11-22,,False,2019-12-02,2019-11-22,N,,,NB,0,2019-11-22,True,22889,USD,171C,EN,1710.0,1000,Reject,001,True
5481,10040675,10,1004067500010.0,2,BKS-300 Mountain Derailleur Gears,MZ-RM-S300-07,ZGEARS,2023-05-05,1710.0,False,2023-05-10,2023-05-05,B,,USSU-VSF84,NB,0,2023-05-05,False,22889,USD,171C,EN,1710.0,34265,Reject,Z01,False
850,10001758,10,1000175800010.0,5,Bike Tyre MZ-RM-WR01,MZ-RM-WR01,L002,2019-11-22,,False,2019-12-02,2019-11-22,N,,,NB,0,2019-11-22,True,22889,USD,171C,EN,1710.0,1000,Reject,001,True
4951,10005778,10,1000577800010.0,2,BKS-100 Brake Set,MZ-RM-S100-06,ZBRAKES,2020-10-14,1710.0,False,2020-10-19,2020-10-14,B,,USSU-VSF83,NB,0,2020-10-14,False,22889,USD,171C,EN,1710.0,67.55,Reject,Z01,True
3961,10014038,10,1001403800010.0,2,BKS-200 Racer Handle Bars,MZ-RM-S200-02,ZHANDLE,2021-08-16,1710.0,False,2021-08-19,2021-08-14,B,,USSU-VSF81,NB,0,2021-08-14,False,22889,USD,171C,EN,1710.0,1039.06,Reject,Z01,True
7077,10006042,10,1000604200010.0,5,IT equipments-A4 Sheets,,44000000,2020-11-30,1710.0,False,2020-12-03,2020-11-26,B,,USSU-VSF85,NB,0,2020-11-26,True,22889,USD,,EN,1710.0,50,Reject,005,True
7652,10035562,10,1003556200010.0,2,BKS-100 Pedal Kit,MZ-RM-S100-08,ZPEDAL,2023-04-03,1710.0,False,2023-04-06,2023-04-03,B,,USSU-VSF84,NB,0,2023-04-03,False,22889,USD,171C,EN,1710.0,1172.78,Reject,Z01,True
10789,10074551,10,1007455100010.0,5,IT equipments-A4 Sheets,,44000000,2023-09-13,1710.0,True,2023-09-18,2023-09-13,N,,USSU-VSF85,NB,0,2023-09-13,False,22889,USD,,EN,1710.0,50,Reject,005,True
3536,10006138,10,1000613800010.0,2,BKS-100 Wheel,MZ-RM-S100-04,ZWHEEL,2020-12-16,1710.0,False,2020-12-21,2020-12-15,B,,USSU-VSF84,NB,0,2020-12-15,True,22889,USD,171C,EN,1710.0,45300,Reject,Z01,False
8452,10024023,10,1002402300010.0,2,BKS-400 AT Forks,MZ-RM-S400-05,ZFORK,2022-07-11,1710.0,False,2022-07-14,2022-07-11,B,,USSU-VSF83,NB,0,2022-07-11,False,22889,USD,171C,EN,1710.0,66663.6,Reject,Z01,False
4426,10146465,10,1014646500010.0,2,BKS-400 AT Derailleur Gears,MZ-RM-S400-07,ZGEARS,2024-06-05,1710.0,True,2024-06-10,2024-06-05,N,,USSU-VSF84,NB,0,2024-06-05,False,22889,USD,171C,EN,1710.0,23630.4,Reject,Z01,False
9566,10104326,20,1010432600020.0,5,Disinfectant surface cleaner,,ZAGB,2024-03-27,1710.0,False,2024-03-29,2024-03-27,B,,USSU9018,NB,0,2024-03-27,False,22889,USD,,EN,1710.0,117.42,Reject,002,True
2593,10075357,10,1007535700010.0,2,Carton for 12 x 1kg Bags,PK0507,L002,2023-10-04,,False,2023-10-18,2023-10-04,N,,,NB,0,2023-10-04,True,22889,USD,171C,EN,1710.0,0,Reject,002,True
